apt_id,ttp_id
Magic Hound,T1078.001
Magic Hound,T1078.002
Magic Hound,T1082
Magic Hound,T1083
Magic Hound,T1087.003
Magic Hound,T1090
Magic Hound,T1098.002
Magic Hound,T1098.007
Magic Hound,T1102.002
Magic Hound,T1105
Magic Hound,T1112
Magic Hound,T1113
Magic Hound,T1114
Magic Hound,T1114.001
Magic Hound,T1114.002
Magic Hound,T1136.001
Magic Hound,T1189
Magic Hound,T1190
Magic Hound,T1204.001
Magic Hound,T1204.002
Magic Hound,T1218.011
Magic Hound,T1482
Magic Hound,T1486
Magic Hound,T1505.003
Magic Hound,T1547.001
Magic Hound,T1560.001
Magic Hound,T1562
Magic Hound,T1562.001
Magic Hound,T1562.002
Magic Hound,T1562.004
Magic Hound,T1564.003
Magic Hound,T1566.002
Magic Hound,T1566.003
Magic Hound,T1567
Magic Hound,T1570
Magic Hound,T1571
Magic Hound,T1572
Magic Hound,T1573
Magic Hound,T1583.001
Magic Hound,T1583.006
Magic Hound,T1584.001
Magic Hound,T1585.001
Magic Hound,T1585.002
Magic Hound,T1586.002
Magic Hound,T1588.002
Magic Hound,T1589
Magic Hound,T1589.001
Magic Hound,T1589.002
Magic Hound,T1590.005
Magic Hound,T1591.001
Magic Hound,T1592.002
Magic Hound,T1595.002
Magic Hound,T1598.003
Malteiro,T1027.013
Malteiro,T1055.001
Malteiro,T1059.005
Malteiro,T1082
Malteiro,T1140
Malteiro,T1204.002
Malteiro,T1518.001
Malteiro,T1555
Malteiro,T1555.003
Malteiro,T1566.001
Malteiro,T1614.001
Malteiro,T1657
Metador,T1027.013
Metador,T1059.003
Metador,T1070.004
Metador,T1071.001
Metador,T1095
Metador,T1105
Metador,T1546.003
Metador,T1588.001
Metador,T1588.002
Moafee,T1027.001
Mofang,T1027.013
Mofang,T1027.015
Mofang,T1204.001
Mofang,T1204.002
Mofang,T1566.001
Mofang,T1566.002
Molerats,T1027.015
Molerats,T1053.005
Molerats,T1057
Molerats,T1059.001
Molerats,T1059.005
Molerats,T1059.007
Molerats,T1105
Molerats,T1140
Molerats,T1204.001
Molerats,T1204.002
Molerats,T1218.007
Molerats,T1547.001
Molerats,T1553.002
Molerats,T1555.003
Molerats,T1566.001
Molerats,T1566.002
Moonstone Sleet,T1003.001
Moonstone Sleet,T1016
Moonstone Sleet,T1027
Moonstone Sleet,T1027.009
Moonstone Sleet,T1027.013
Moonstone Sleet,T1033
Moonstone Sleet,T1053.005
Moonstone Sleet,T1071.001
Moonstone Sleet,T1082
Moonstone Sleet,T1105
Moonstone Sleet,T1140
Moonstone Sleet,T1195.002
Moonstone Sleet,T1204.002
Moonstone Sleet,T1217
Moonstone Sleet,T1486
Moonstone Sleet,T1547.001
Moonstone Sleet,T1566.001
Moonstone Sleet,T1566.003
Moonstone Sleet,T1569.002
Moonstone Sleet,T1583.001
Moonstone Sleet,T1583.003
Moonstone Sleet,T1585.001
Moonstone Sleet,T1585.002
Moonstone Sleet,T1587
Moonstone Sleet,T1587.001
Moonstone Sleet,T1589.002
Moonstone Sleet,T1591
Moonstone Sleet,T1598
Moonstone Sleet,T1598.003
Moonstone Sleet,T1608.001
Moses Staff,T1016
Moses Staff,T1021.002
Moses Staff,T1027.013
Moses Staff,T1082
Moses Staff,T1087.001
Moses Staff,T1105
Moses Staff,T1190
Moses Staff,T1505.003
Moses Staff,T1553.002
Moses Staff,T1562.004
Moses Staff,T1587.001
Moses Staff,T1588.002
MoustachedBouncer,T1027.002
MoustachedBouncer,T1059.001
MoustachedBouncer,T1059.007
MoustachedBouncer,T1068
MoustachedBouncer,T1074.002
MoustachedBouncer,T1090
MoustachedBouncer,T1113
MoustachedBouncer,T1659
MuddyWater,T1003.001
MuddyWater,T1003.004
MuddyWater,T1003.005
MuddyWater,T1016
MuddyWater,T1027.003
MuddyWater,T1027.004
MuddyWater,T1027.010
MuddyWater,T1033
MuddyWater,T1036.005
MuddyWater,T1041
MuddyWater,T1047
MuddyWater,T1049
MuddyWater,T1053.005
MuddyWater,T1057
MuddyWater,T1059.001
MuddyWater,T1059.003
MuddyWater,T1059.005
MuddyWater,T1059.006
MuddyWater,T1059.007
MuddyWater,T1071.001
MuddyWater,T1074.001
MuddyWater,T1082
MuddyWater,T1083
MuddyWater,T1087.002
MuddyWater,T1090.002
MuddyWater,T1102.002
MuddyWater,T1104
MuddyWater,T1105
MuddyWater,T1113
MuddyWater,T1132.001
MuddyWater,T1137.001
MuddyWater,T1140
MuddyWater,T1190
MuddyWater,T1203
MuddyWater,T1204.001
MuddyWater,T1204.002
MuddyWater,T1210
MuddyWater,T1218.003
MuddyWater,T1218.005
MuddyWater,T1218.011
MuddyWater,T1219
MuddyWater,T1518
MuddyWater,T1518.001
MuddyWater,T1547.001
MuddyWater,T1548.002
MuddyWater,T1552.001
MuddyWater,T1555
MuddyWater,T1555.003
MuddyWater,T1559.001
MuddyWater,T1559.002
MuddyWater,T1560.001
MuddyWater,T1562.001
MuddyWater,T1566.001
MuddyWater,T1566.002
MuddyWater,T1573.001
MuddyWater,T1574.001
MuddyWater,T1583.006
MuddyWater,T1588.002
Mustang Panda,T1003.003
Mustang Panda,T1016
Mustang Panda,T1027
Mustang Panda,T1027.016
Mustang Panda,T1036.005
Mustang Panda,T1036.007
Mustang Panda,T1047
Mustang Panda,T1049
Mustang Panda,T1052.001
Mustang Panda,T1053.005
Mustang Panda,T1057
Mustang Panda,T1059.001
Mustang Panda,T1059.003
Mustang Panda,T1059.005
Mustang Panda,T1070.004
Mustang Panda,T1071.001
Mustang Panda,T1074.001
Mustang Panda,T1082
Mustang Panda,T1083
Mustang Panda,T1091
Mustang Panda,T1102
Mustang Panda,T1105
Mustang Panda,T1119
Mustang Panda,T1203
Mustang Panda,T1204.001
Mustang Panda,T1204.002
Mustang Panda,T1218.004
Mustang Panda,T1218.005
Mustang Panda,T1219.002
Mustang Panda,T1518
Mustang Panda,T1546.003
Mustang Panda,T1547.001
Mustang Panda,T1560.001
Mustang Panda,T1560.003
Mustang Panda,T1564.001
Mustang Panda,T1566.001
Mustang Panda,T1566.002
Mustang Panda,T1573.001
Mustang Panda,T1574.001
Mustang Panda,T1583.001
Mustang Panda,T1585.002
Mustang Panda,T1598.003
Mustang Panda,T1608
Mustang Panda,T1608.001
Mustard Tempest,T1036.005
Mustard Tempest,T1082
Mustard Tempest,T1105
Mustard Tempest,T1189
Mustard Tempest,T1204.001
Mustard Tempest,T1566.002
Mustard Tempest,T1583.004
Mustard Tempest,T1583.008
Mustard Tempest,T1584.001
Mustard Tempest,T1608.001
Mustard Tempest,T1608.004
Mustard Tempest,T1608.006
Naikon,T1016
Naikon,T1018
Naikon,T1036.004
Naikon,T1036.005
Naikon,T1046
Naikon,T1047
Naikon,T1053.005
Naikon,T1078.002
Naikon,T1137.006
Naikon,T1204.002
Naikon,T1518.001
Naikon,T1547.001
Naikon,T1566.001
Naikon,T1574.001
Nomadic Octopus,T1036
Nomadic Octopus,T1059.001
Nomadic Octopus,T1059.003
Nomadic Octopus,T1105
Nomadic Octopus,T1204.002
Nomadic Octopus,T1564.003
Nomadic Octopus,T1566.001
OilRig,T1003.001
OilRig,T1003.004
OilRig,T1003.005
OilRig,T1005
OilRig,T1007
OilRig,T1008
OilRig,T1012
OilRig,T1016
OilRig,T1021.001
OilRig,T1021.004
OilRig,T1025
OilRig,T1027.005
OilRig,T1027.013
OilRig,T1033
OilRig,T1036
OilRig,T1036.005
OilRig,T1046
OilRig,T1047
OilRig,T1048.003
OilRig,T1049
OilRig,T1053.005
OilRig,T1056.001
OilRig,T1057
OilRig,T1059
OilRig,T1059.001
OilRig,T1059.003
OilRig,T1059.005
OilRig,T1068
OilRig,T1069.001
OilRig,T1069.002
OilRig,T1070.004
OilRig,T1071.001
OilRig,T1071.004
OilRig,T1078
OilRig,T1078.002
OilRig,T1082
OilRig,T1087.001
OilRig,T1087.002
OilRig,T1105
OilRig,T1110
OilRig,T1112
OilRig,T1113
OilRig,T1115
OilRig,T1119
OilRig,T1120
OilRig,T1133
OilRig,T1137.004
OilRig,T1140
OilRig,T1195
OilRig,T1201
OilRig,T1203
OilRig,T1204.001
OilRig,T1204.002
OilRig,T1218.001
OilRig,T1219
OilRig,T1497.001
OilRig,T1505.003
OilRig,T1543.003
OilRig,T1552.001
OilRig,T1553.002
OilRig,T1555
OilRig,T1555.003
OilRig,T1555.004
OilRig,T1556.002
OilRig,T1562.004
OilRig,T1566.001
OilRig,T1566.002
OilRig,T1566.003
OilRig,T1572
OilRig,T1573.002
OilRig,T1583.001
OilRig,T1586.002
OilRig,T1587.001
OilRig,T1588.002
OilRig,T1588.003
OilRig,T1608.001
Orangeworm,T1021.002
Orangeworm,T1071.001
PLATINUM,T1003.001
PLATINUM,T1036
PLATINUM,T1055
PLATINUM,T1056.001
PLATINUM,T1056.004
PLATINUM,T1068
PLATINUM,T1095
PLATINUM,T1105
PLATINUM,T1189
PLATINUM,T1204.002
PLATINUM,T1566.001
POLONIUM,T1078
POLONIUM,T1090
POLONIUM,T1102.002
POLONIUM,T1199
POLONIUM,T1567.002
POLONIUM,T1583.006
POLONIUM,T1588.002
PROMETHIUM,T1036.004
PROMETHIUM,T1036.005
PROMETHIUM,T1078.003
PROMETHIUM,T1189
PROMETHIUM,T1204.002
PROMETHIUM,T1205.001
PROMETHIUM,T1543.003
PROMETHIUM,T1547.001
PROMETHIUM,T1553.002
PROMETHIUM,T1587.002
PROMETHIUM,T1587.003
Patchwork,T1005
Patchwork,T1021.001
Patchwork,T1027.001
Patchwork,T1027.002
Patchwork,T1027.005
Patchwork,T1027.010
Patchwork,T1033
Patchwork,T1036.005
Patchwork,T1053.005
Patchwork,T1055.012
Patchwork,T1059.001
Patchwork,T1059.003
Patchwork,T1059.005
Patchwork,T1070.004
Patchwork,T1074.001
Patchwork,T1082
Patchwork,T1083
Patchwork,T1102.001
Patchwork,T1105
Patchwork,T1112
Patchwork,T1119
Patchwork,T1132.001
Patchwork,T1189
Patchwork,T1197
Patchwork,T1203
Patchwork,T1204.001
Patchwork,T1204.002
Patchwork,T1518.001
Patchwork,T1547.001
Patchwork,T1548.002
Patchwork,T1553.002
Patchwork,T1555.003
Patchwork,T1559.002
Patchwork,T1560
Patchwork,T1566.001
Patchwork,T1566.002
Patchwork,T1574.001
Patchwork,T1587.002
Patchwork,T1588.002
Patchwork,T1598.003
PittyTiger,T1078
PittyTiger,T1588.002
Play,T1003.001
Play,T1016
Play,T1018
Play,T1021.002
Play,T1027.010
Play,T1030
Play,T1048
Play,T1057
Play,T1059.001
Play,T1059.003
Play,T1070.001
Play,T1070.004
Play,T1078
Play,T1078.002
Play,T1078.003
Play,T1082
Play,T1083
Play,T1105
Play,T1133
Play,T1190
Play,T1518.001
Play,T1560.001
Play,T1562.001
Play,T1587.001
Play,T1588.002
Play,T1657
Poseidon Group,T1003
Poseidon Group,T1007
Poseidon Group,T1036.005
Poseidon Group,T1049
Poseidon Group,T1057
Poseidon Group,T1059.001
Poseidon Group,T1087.001
Poseidon Group,T1087.002
Putter Panda,T1027.013
Putter Panda,T1055.001
Putter Panda,T1547.001
Putter Panda,T1562.001
RTM,T1102.001
RTM,T1189
RTM,T1204.002
RTM,T1219.002
RTM,T1547.001
RTM,T1566.001
RTM,T1574.001
Rancor,T1053.005
Rancor,T1059.003
Rancor,T1059.005
Rancor,T1071.001
Rancor,T1105
Rancor,T1204.002
Rancor,T1218.007
Rancor,T1546.003
Rancor,T1566.001
RedCurl,T1003.001
RedCurl,T1005
RedCurl,T1020
RedCurl,T1027
RedCurl,T1036.005
RedCurl,T1039
RedCurl,T1046
RedCurl,T1053.005
RedCurl,T1056.002
RedCurl,T1059.001
RedCurl,T1059.003
RedCurl,T1059.005
RedCurl,T1059.006
RedCurl,T1070.004
RedCurl,T1071.001
RedCurl,T1080
RedCurl,T1082
RedCurl,T1083
RedCurl,T1087.001
RedCurl,T1087.002
RedCurl,T1087.003
RedCurl,T1102
RedCurl,T1114.001
RedCurl,T1119
RedCurl,T1199
RedCurl,T1202
RedCurl,T1204.001
RedCurl,T1204.002
RedCurl,T1218.011
RedCurl,T1537
RedCurl,T1547.001
RedCurl,T1552.001
RedCurl,T1552.002
RedCurl,T1555.003
RedCurl,T1560.001
RedCurl,T1564.001
RedCurl,T1566.001
RedCurl,T1566.002
RedCurl,T1573.001
RedCurl,T1573.002
RedCurl,T1587.001
RedEcho,T1071.001
RedEcho,T1568
RedEcho,T1571
RedEcho,T1573.002
RedEcho,T1583.001
Rocke,T1014
Rocke,T1018
Rocke,T1021.004
Rocke,T1027
Rocke,T1027.002
Rocke,T1027.004
Rocke,T1036.005
Rocke,T1037
Rocke,T1046
Rocke,T1053.003
Rocke,T1055.002
Rocke,T1057
Rocke,T1059.004
Rocke,T1059.006
Rocke,T1070.002
Rocke,T1070.004
Rocke,T1070.006
Rocke,T1071
Rocke,T1071.001
Rocke,T1082
Rocke,T1102
Rocke,T1102.001
Rocke,T1105
Rocke,T1140
Rocke,T1190
Rocke,T1222.002
Rocke,T1496.001
Rocke,T1518.001
Rocke,T1543.002
Rocke,T1547.001
Rocke,T1552.004
Rocke,T1562.001
Rocke,T1562.004
Rocke,T1564.001
Rocke,T1571
Rocke,T1574.006
Saint Bear,T1027.002
Saint Bear,T1027.013
Saint Bear,T1059
Saint Bear,T1059.001
Saint Bear,T1059.003
Saint Bear,T1059.007
Saint Bear,T1112
Saint Bear,T1203
Saint Bear,T1204.001
Saint Bear,T1204.002
Saint Bear,T1497
Saint Bear,T1553.002
Saint Bear,T1562.001
Saint Bear,T1566.001
Saint Bear,T1583.006
Saint Bear,T1589.002
Saint Bear,T1608.001
Saint Bear,T1656
Salt Typhoon,T1021.004
Salt Typhoon,T1040
Salt Typhoon,T1048.003
Salt Typhoon,T1070.002
Salt Typhoon,T1098.004
Salt Typhoon,T1110.002
Salt Typhoon,T1136
Salt Typhoon,T1190
Salt Typhoon,T1562.004
Salt Typhoon,T1572
Salt Typhoon,T1587.001
Salt Typhoon,T1588.002
Salt Typhoon,T1590.004
Salt Typhoon,T1602.002
Sandworm Team,T1003.001
Sandworm Team,T1003.003
Sandworm Team,T1005
Sandworm Team,T1018
Sandworm Team,T1021.002
Sandworm Team,T1027
Sandworm Team,T1027.010
Sandworm Team,T1033
Sandworm Team,T1036
Sandworm Team,T1036.005
Sandworm Team,T1040
Sandworm Team,T1041
Sandworm Team,T1047
Sandworm Team,T1049
Sandworm Team,T1053.005
Sandworm Team,T1056.001
Sandworm Team,T1059.001
Sandworm Team,T1059.005
Sandworm Team,T1070.004
Sandworm Team,T1071.001
Sandworm Team,T1072
Sandworm Team,T1078
Sandworm Team,T1078.002
Sandworm Team,T1082
Sandworm Team,T1083
Sandworm Team,T1087.002
Sandworm Team,T1087.003
Sandworm Team,T1090
Sandworm Team,T1102.002
Sandworm Team,T1105
Sandworm Team,T1106
Sandworm Team,T1132.001
Sandworm Team,T1133
Sandworm Team,T1140
Sandworm Team,T1190
Sandworm Team,T1195
Sandworm Team,T1195.002
Sandworm Team,T1199
Sandworm Team,T1203
Sandworm Team,T1204.001
Sandworm Team,T1204.002
Sandworm Team,T1213
Sandworm Team,T1218.011
Sandworm Team,T1219
Sandworm Team,T1485
Sandworm Team,T1486
Sandworm Team,T1489
Sandworm Team,T1490
Sandworm Team,T1491.002
Sandworm Team,T1499
Sandworm Team,T1505.003
Sandworm Team,T1539
Sandworm Team,T1555.003
Sandworm Team,T1561.002
Sandworm Team,T1566.001
Sandworm Team,T1566.002
Sandworm Team,T1570
Sandworm Team,T1571
Sandworm Team,T1583
Sandworm Team,T1583.001
Sandworm Team,T1583.004
Sandworm Team,T1584.004
Sandworm Team,T1584.005
Sandworm Team,T1585.001
Sandworm Team,T1585.002
Sandworm Team,T1586.001
Sandworm Team,T1587.001
Sandworm Team,T1588.002
Sandworm Team,T1588.006
Sandworm Team,T1589.002
Sandworm Team,T1589.003
Sandworm Team,T1590.001
Sandworm Team,T1591.002
Sandworm Team,T1592.002
Sandworm Team,T1593
Sandworm Team,T1594
Sandworm Team,T1595.002
Sandworm Team,T1598.003
Sandworm Team,T1608.001
Scarlet Mimic,T1036.002
Scattered Spider,T1003.003
Scattered Spider,T1006
Scattered Spider,T1018
Scattered Spider,T1021.007
Scattered Spider,T1068
Scattered Spider,T1074
Scattered Spider,T1083
Scattered Spider,T1087.002
Scattered Spider,T1098.003
Scattered Spider,T1114
Scattered Spider,T1133
Scattered Spider,T1136
Scattered Spider,T1204
Scattered Spider,T1213.003
Scattered Spider,T1213.005
Scattered Spider,T1217
Scattered Spider,T1219
Scattered Spider,T1484.002
Scattered Spider,T1486
Scattered Spider,T1530
Scattered Spider,T1538
Scattered Spider,T1539
Scattered Spider,T1552.001
Scattered Spider,T1552.004
Scattered Spider,T1553.002
Scattered Spider,T1556.006
Scattered Spider,T1556.009
Scattered Spider,T1564.008
Scattered Spider,T1567.002
Scattered Spider,T1578.002
Scattered Spider,T1580
Scattered Spider,T1598
Scattered Spider,T1598.004
Scattered Spider,T1621
Scattered Spider,T1656
Scattered Spider,T1657
Sea Turtle,T1027.004
Sea Turtle,T1059.004
Sea Turtle,T1070.002
Sea Turtle,T1071.001
Sea Turtle,T1074.002
Sea Turtle,T1078
Sea Turtle,T1078.003
Sea Turtle,T1114.001
Sea Turtle,T1133
Sea Turtle,T1190
Sea Turtle,T1199
Sea Turtle,T1203
Sea Turtle,T1213
Sea Turtle,T1505.003
Sea Turtle,T1557
Sea Turtle,T1560.001
Sea Turtle,T1562.003
Sea Turtle,T1564.011
Sea Turtle,T1566
Sea Turtle,T1583
Sea Turtle,T1583.001
Sea Turtle,T1583.002
Sea Turtle,T1583.003
Sea Turtle,T1584.002
Sea Turtle,T1588.002
Sea Turtle,T1588.004
Sea Turtle,T1608.003
SideCopy,T1016
SideCopy,T1036.005
SideCopy,T1059.005
SideCopy,T1082
SideCopy,T1105
SideCopy,T1106
SideCopy,T1204.002
SideCopy,T1218.005
SideCopy,T1518
SideCopy,T1518.001
SideCopy,T1566.001
SideCopy,T1574.001
SideCopy,T1584.001
SideCopy,T1598.002
SideCopy,T1608.001
SideCopy,T1614
Sidewinder,T1016
Sidewinder,T1020
Sidewinder,T1027.010
Sidewinder,T1027.013
Sidewinder,T1033
Sidewinder,T1036.005
Sidewinder,T1057
Sidewinder,T1059.001
Sidewinder,T1059.005
Sidewinder,T1059.007
Sidewinder,T1071.001
Sidewinder,T1074.001
Sidewinder,T1082
Sidewinder,T1083
Sidewinder,T1105
Sidewinder,T1119
Sidewinder,T1124
Sidewinder,T1203
Sidewinder,T1204.001
Sidewinder,T1204.002
Sidewinder,T1218.005
Sidewinder,T1518
Sidewinder,T1518.001
Sidewinder,T1547.001
Sidewinder,T1559.002
Sidewinder,T1566.001
Sidewinder,T1566.002
Sidewinder,T1574.001
Sidewinder,T1598.002
Sidewinder,T1598.003
Silence,T1003.001
Silence,T1018
Silence,T1021.001
Silence,T1027.010
Silence,T1036.005
Silence,T1053.005
Silence,T1055
Silence,T1059.001
Silence,T1059.003
Silence,T1059.005
Silence,T1059.007
Silence,T1070.004
Silence,T1072
Silence,T1078
Silence,T1090.002
Silence,T1105
Silence,T1106
Silence,T1112
Silence,T1113
Silence,T1125
Silence,T1204.002
Silence,T1218.001
Silence,T1547.001
Silence,T1553.002
Silence,T1566.001
Silence,T1569.002
Silence,T1571
Silence,T1588.002
Silent Librarian,T1078
Silent Librarian,T1110.003
Silent Librarian,T1114
Silent Librarian,T1114.003
Silent Librarian,T1583.001
Silent Librarian,T1585.002
Silent Librarian,T1588.002
Silent Librarian,T1588.004
Silent Librarian,T1589.002
Silent Librarian,T1589.003
Silent Librarian,T1594
Silent Librarian,T1598.003
Silent Librarian,T1608.005
SilverTerrier,T1071.001
SilverTerrier,T1071.002
SilverTerrier,T1071.003
SilverTerrier,T1657
Sowbug,T1003
Sowbug,T1036.005
Sowbug,T1039
Sowbug,T1056.001
Sowbug,T1059.003
Sowbug,T1082
Sowbug,T1083
Sowbug,T1135
Sowbug,T1560.001
Star Blizzard,T1059.007
Star Blizzard,T1078
Star Blizzard,T1114.002
Star Blizzard,T1114.003
Star Blizzard,T1204.002
Star Blizzard,T1539
Star Blizzard,T1550.004
Star Blizzard,T1566.001
Star Blizzard,T1583
Star Blizzard,T1583.001
Star Blizzard,T1585.001
Star Blizzard,T1585.002
Star Blizzard,T1586.002
Star Blizzard,T1588.002
Star Blizzard,T1589
Star Blizzard,T1593
Star Blizzard,T1598.002
Star Blizzard,T1598.003
Star Blizzard,T1608.001
Stealth Falcon,T1005
Stealth Falcon,T1012
Stealth Falcon,T1016
Stealth Falcon,T1033
Stealth Falcon,T1041
Stealth Falcon,T1047
Stealth Falcon,T1053.005
Stealth Falcon,T1057
Stealth Falcon,T1059
Stealth Falcon,T1059.001
Stealth Falcon,T1071.001
Stealth Falcon,T1082
Stealth Falcon,T1555
Stealth Falcon,T1555.003
Stealth Falcon,T1555.004
Stealth Falcon,T1573.001
Storm-1811,T1021.002
Storm-1811,T1021.004
Storm-1811,T1027.013
Storm-1811,T1033
Storm-1811,T1036
Storm-1811,T1036.005
Storm-1811,T1036.010
Storm-1811,T1048.002
Storm-1811,T1056
Storm-1811,T1059.001
Storm-1811,T1059.003
Storm-1811,T1074.001
Storm-1811,T1087.002
Storm-1811,T1105
Storm-1811,T1140
Storm-1811,T1204.002
Storm-1811,T1219.002
Storm-1811,T1222.001
Storm-1811,T1482
Storm-1811,T1486
Storm-1811,T1547.001
Storm-1811,T1566.002
Storm-1811,T1566.003
Storm-1811,T1566.004
Storm-1811,T1570
Storm-1811,T1574.001
Storm-1811,T1583.001
Storm-1811,T1585.003
Storm-1811,T1588.002
Storm-1811,T1656
Storm-1811,T1667
Strider,T1090.001
Strider,T1556.002
Strider,T1564.005
Suckfly,T1003
Suckfly,T1046
Suckfly,T1059.003
Suckfly,T1078
Suckfly,T1553.002
TA2541,T1016.001
TA2541,T1027.002
TA2541,T1027.013
TA2541,T1027.015
TA2541,T1036.005
TA2541,T1047
TA2541,T1053.005
TA2541,T1055
TA2541,T1055.012
TA2541,T1059.001
TA2541,T1059.005
TA2541,T1082
TA2541,T1105
TA2541,T1204.001
TA2541,T1204.002
TA2541,T1218.005
TA2541,T1518.001
TA2541,T1547.001
TA2541,T1562.001
TA2541,T1566.001
TA2541,T1566.002
TA2541,T1568
TA2541,T1573.002
TA2541,T1583.001
TA2541,T1583.006
TA2541,T1588.001
TA2541,T1588.002
TA2541,T1608.001
TA459,T1059.001
TA459,T1059.005
TA459,T1203
TA459,T1204.002
TA459,T1566.001
TA505,T1027.002
TA505,T1027.010
TA505,T1027.013
TA505,T1055.001
TA505,T1059.001
TA505,T1059.003
TA505,T1059.005
TA505,T1059.007
TA505,T1069
TA505,T1071.001
TA505,T1078.002
TA505,T1087.003
TA505,T1105
TA505,T1106
TA505,T1112
TA505,T1140
TA505,T1204.001
TA505,T1204.002
TA505,T1218.007
TA505,T1218.011
TA505,T1486
TA505,T1552.001
TA505,T1553.002
TA505,T1553.005
TA505,T1555.003
TA505,T1559.002
TA505,T1562.001
TA505,T1566.001
TA505,T1566.002
TA505,T1568.001
TA505,T1583.001
TA505,T1588.001
TA505,T1588.002
TA505,T1608.001
TA551,T1027.003
TA551,T1027.010
TA551,T1036
TA551,T1059.003
TA551,T1071.001
TA551,T1105
TA551,T1132.001
TA551,T1204.002
TA551,T1218.005
TA551,T1218.010
TA551,T1218.011
TA551,T1566.001
TA551,T1568.002
TA551,T1589.002
TA577,T1027.009
TA577,T1059.003
TA577,T1059.007
TA577,T1204.001
TA577,T1566.002
TA577,T1586.002
TA578,T1059.007
TA578,T1204.001
TA578,T1583.006
TA578,T1594
TeamTNT,T1007
TeamTNT,T1014
TeamTNT,T1016
TeamTNT,T1021.004
TeamTNT,T1027.002
TeamTNT,T1027.013
TeamTNT,T1036
TeamTNT,T1036.005
TeamTNT,T1046
TeamTNT,T1048
TeamTNT,T1049
TeamTNT,T1057
TeamTNT,T1059.001
TeamTNT,T1059.003
TeamTNT,T1059.004
TeamTNT,T1059.009
TeamTNT,T1070.002
TeamTNT,T1070.003
TeamTNT,T1070.004
TeamTNT,T1071
TeamTNT,T1071.001
TeamTNT,T1074.001
TeamTNT,T1082
TeamTNT,T1083
TeamTNT,T1098.004
TeamTNT,T1102
TeamTNT,T1105
TeamTNT,T1120
TeamTNT,T1133
TeamTNT,T1136.001
TeamTNT,T1140
TeamTNT,T1204.003
TeamTNT,T1219
TeamTNT,T1222.002
TeamTNT,T1496.001
TeamTNT,T1518.001
TeamTNT,T1543.002
TeamTNT,T1543.003
TeamTNT,T1547.001
TeamTNT,T1552.001
TeamTNT,T1552.004
TeamTNT,T1552.005
TeamTNT,T1562.001
TeamTNT,T1562.004
TeamTNT,T1569.003
TeamTNT,T1583.001
TeamTNT,T1587.001
TeamTNT,T1595.001
TeamTNT,T1595.002
TeamTNT,T1608.001
TeamTNT,T1609
TeamTNT,T1610
TeamTNT,T1611
TeamTNT,T1613
The White Company,T1027.002
The White Company,T1070.004
The White Company,T1124
The White Company,T1203
The White Company,T1204.002
The White Company,T1518.001
The White Company,T1566.001
Threat Group-1314,T1021.002
Threat Group-1314,T1059.003
Threat Group-1314,T1072
Threat Group-1314,T1078.002
Threat Group-3390,T1003.001
Threat Group-3390,T1003.002
Threat Group-3390,T1003.004
Threat Group-3390,T1005
Threat Group-3390,T1012
Threat Group-3390,T1016
Threat Group-3390,T1018
Threat Group-3390,T1021.006
Threat Group-3390,T1027.002
Threat Group-3390,T1027.013
Threat Group-3390,T1027.015
Threat Group-3390,T1030
Threat Group-3390,T1033
Threat Group-3390,T1046
Threat Group-3390,T1047
Threat Group-3390,T1049
Threat Group-3390,T1053.002
Threat Group-3390,T1055.012
Threat Group-3390,T1056.001
Threat Group-3390,T1059.001
Threat Group-3390,T1059.003
Threat Group-3390,T1068
Threat Group-3390,T1070.004
Threat Group-3390,T1070.005
Threat Group-3390,T1071.001
Threat Group-3390,T1074.001
Threat Group-3390,T1074.002
Threat Group-3390,T1078
Threat Group-3390,T1087.001
Threat Group-3390,T1105
Threat Group-3390,T1112
Threat Group-3390,T1119
Threat Group-3390,T1133
Threat Group-3390,T1140
Threat Group-3390,T1189
Threat Group-3390,T1190
Threat Group-3390,T1195.002
Threat Group-3390,T1199
Threat Group-3390,T1203
Threat Group-3390,T1204.002
Threat Group-3390,T1210
Threat Group-3390,T1505.003
Threat Group-3390,T1543.003
Threat Group-3390,T1547.001
Threat Group-3390,T1548.002
Threat Group-3390,T1555.005
Threat Group-3390,T1560.002
Threat Group-3390,T1562.002
Threat Group-3390,T1566.001
Threat Group-3390,T1567.002
Threat Group-3390,T1574.001
Threat Group-3390,T1583.001
Threat Group-3390,T1588.002
Threat Group-3390,T1588.003
Threat Group-3390,T1608.001
Threat Group-3390,T1608.002
Threat Group-3390,T1608.004
Thrip,T1048.003
Thrip,T1059.001
Thrip,T1219.002
Thrip,T1588.002
ToddyCat,T1005
ToddyCat,T1018
ToddyCat,T1021.002
ToddyCat,T1036.005
ToddyCat,T1047
ToddyCat,T1049
ToddyCat,T1053.005
ToddyCat,T1057
ToddyCat,T1059.001
ToddyCat,T1059.003
ToddyCat,T1069.002
ToddyCat,T1074.002
ToddyCat,T1078.002
ToddyCat,T1082
ToddyCat,T1083
ToddyCat,T1087.002
ToddyCat,T1095
ToddyCat,T1106
ToddyCat,T1190
ToddyCat,T1518.001
ToddyCat,T1560.001
ToddyCat,T1562.004
ToddyCat,T1564.003
ToddyCat,T1566.003
ToddyCat,T1567.002
Tonto Team,T1003
Tonto Team,T1056.001
Tonto Team,T1059.001
Tonto Team,T1059.006
Tonto Team,T1068
Tonto Team,T1069.001
